       Omega           X           Y   Intensity        Size       Eig 1       Eig 2       Eig 3      Eigv 1      Eigv 2      Eigv 3      Eigv 4      Eigv 5      Eigv 6      Eigv 7      Eigv 8      Eigv 9
      209.00      752.00      837.00    1731.669      37.000       2.860       2.096       2.227      -0.439      -0.341       0.831       0.552       0.627       0.549       0.709      -0.700       0.087
      209.00      750.00      839.00    1731.669      55.000       3.237       3.325       2.415       0.808       0.410      -0.423      -0.008       0.725       0.688      -0.589       0.553      -0.589
      209.00      741.00      843.00    1310.452      44.000       2.205       3.586       4.126       0.578      -0.781      -0.237      -0.037       0.265      -0.964       0.815       0.566       0.124
      209.00      750.00      846.00    1123.245       3.000       0.471       0.667       0.236       0.707       0.000      -0.707      -0.707       0.000      -0.707       0.000       1.000       0.000
      210.00      746.00      846.00    1310.452      22.000       1.423       2.182       2.127       0.252       0.528      -0.811       0.938       0.073       0.339       0.238      -0.846      -0.477
      211.00      743.00      830.00    1029.641       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      211.00      748.00      851.00     936.037       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      212.00      751.00      833.00    1544.462      48.000       3.112       3.301       2.545      -0.019       0.346       0.938      -0.489       0.815      -0.311       0.872       0.464      -0.153
      213.00      750.00      839.00    2012.480     160.000       3.630       5.272       3.187       0.163      -0.526       0.835      -0.756       0.477       0.448      -0.634      -0.704      -0.319
      213.00      757.00      846.00    1029.641       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      215.00      754.00      848.00    1029.641       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      216.00      754.00      834.00    1684.867     104.000       4.573       2.916       3.740       0.175      -0.826      -0.536      -0.985      -0.145      -0.097      -0.002      -0.545       0.839
      217.00      753.00      838.00    1825.273      81.000       3.060       4.301       3.057       0.488       0.203      -0.849      -0.760      -0.381      -0.528      -0.430       0.902      -0.031
      217.00      758.00      838.00    1310.452      14.000       0.818       1.288       2.106       0.246       0.711      -0.659      -0.644      -0.388      -0.659      -0.724       0.587       0.362
      217.00      748.00      839.00    2246.490     869.000       8.788       8.041       8.363       0.497      -0.452       0.741       0.258      -0.738      -0.623       0.828       0.501      -0.251
      218.00      749.00      837.00    2246.490     802.000      11.248       8.915       6.372       0.896      -0.343       0.283      -0.335      -0.101       0.937      -0.293      -0.934      -0.206
      218.00      762.00      839.00     982.839       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      218.00      760.00      843.00    1029.641       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      220.00      754.00      833.00    1731.669     103.000       6.584       2.990       2.959       0.696      -0.631      -0.342      -0.375       0.087      -0.923      -0.612      -0.771       0.176
      220.00      740.00      837.00    1216.849       8.000       0.991       0.925       0.768       0.523       0.845       0.115       0.805      -0.445      -0.392       0.280      -0.297       0.913
      220.00      752.00      839.00    1918.877     270.000       4.721       6.293       4.794      -0.311      -0.784      -0.537       0.406      -0.621       0.671      -0.859      -0.009       0.511
      221.00      749.00      836.00    2106.084     942.000       7.937      11.204       8.405       0.688       0.516      -0.511      -0.384      -0.339      -0.859      -0.616       0.787      -0.035
      221.00      745.00      841.00    1965.679     368.000       6.093       5.177       4.186      -0.477       0.791       0.382       0.621      -0.004       0.784       0.622       0.611      -0.490
      222.00      764.00      838.00     936.037       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      223.00      750.00      839.00    2059.282      14.000       1.581       1.201       0.973       0.969      -0.037      -0.242      -0.082      -0.981      -0.178      -0.231       0.192      -0.954
      227.00      754.00      837.00    1684.867     120.000       5.647       3.208       3.918       0.773       0.170       0.611      -0.274      -0.779       0.564       0.572      -0.603      -0.556
      228.00      755.00      834.00    1684.867     186.000       3.418       5.981       3.868       0.142       0.222       0.965      -0.851      -0.470       0.234       0.505      -0.854       0.123
      231.00      753.00      832.00    1497.660      65.000       4.109       3.255       2.786       0.355       0.213      -0.911      -0.476      -0.797      -0.371      -0.805       0.565      -0.182
      231.00      753.00      836.00    1778.471     127.000       5.096       4.167       2.996       0.292       0.894       0.340       0.775      -0.013      -0.632       0.561      -0.448       0.696
